//X	Y	Z
-0.14006998	0.12448283	2.42410612
-0.14366817	0.12443048	2.42410588
-0.15644735	0.12421679	2.42410493
-0.15726893	0.12419687	2.42410493
-0.17788899	0.12149683	2.42410350
-0.18039240	0.12112491	2.42410350
-0.18764190	0.11944436	2.42410302
-0.19086275	0.11868315	2.42410278
-0.19503851	0.11768676	2.42410254
-0.19926220	0.11665045	2.42410231
-0.20483431	0.11518785	2.42410183
-0.21179335	0.11298664	2.42410135
-0.23733743	0.10159439	2.42409992
-0.25186598	0.09498860	2.42409897
-0.25302827	0.09441116	2.42409897
-0.25419047	0.09383360	2.42409873
-0.25580204	0.09293389	2.42409873
-0.26634824	0.08684386	2.42409801
-0.27104023	0.08408757	2.42409778
-0.27593520	0.08112314	2.42409754
-0.29716992	0.06331661	2.42409611
-0.30536395	0.05490445	2.42409563
-0.30641693	0.05355107	2.42409563
-0.33052140	0.01947615	2.42409396
-0.33265147	0.01577826	2.42409396
-0.35024363	-0.02300544	2.42409277
-0.35262346	-0.02997507	2.42409277
-0.34520781	-0.05750053	2.42409325
-0.34192425	-0.06820473	2.42409348
-0.33152944	-0.08786356	2.42409420
-0.32523578	-0.09616347	2.42409468
-0.30966091	-0.10728855	2.42409563
-0.25353444	-0.14349866	2.42409921
-0.21468484	-0.16162650	2.42410159
-0.21115355	-0.16301179	2.42410183
-0.20892997	-0.16347276	2.42410207
-0.19475119	-0.16477811	2.42410302
-0.15256375	-0.16491748	2.42410564
-0.13546896	-0.16426221	2.42410684
-0.11164843	-0.15154906	2.42410827
-0.09878263	-0.14389764	2.42410898
-0.09570719	-0.14163464	2.42410922
-0.09487380	-0.14084892	2.42410922
-0.08547466	-0.13141282	2.42410994
-0.07784599	-0.12371933	2.42411041
-0.06444982	-0.10736092	2.42411113
-0.05692139	-0.09668091	2.42411160
-0.05613646	-0.09539460	2.42411160
-0.05116887	-0.08679659	2.42411208
-0.04909962	-0.08282337	2.42411208
-0.04818197	-0.08078120	2.42411208
-0.04533380	-0.07209159	2.42411232
-0.04284792	-0.06391261	2.42411256
-0.04176244	-0.05881685	2.42411256
-0.03997886	-0.04710357	2.42411256
-0.03979093	-0.04567597	2.42411256
-0.03970227	-0.04428540	2.42411256
-0.03965203	-0.04320719	2.42411256
-0.03982006	0.06883631	2.42411256
-0.04050231	0.07074472	2.42411232
-0.04106580	0.07160475	2.42411232
-0.04190254	0.07280436	2.42411232
-0.04410037	0.07583534	2.42411208
-0.04518840	0.07732727	2.42411208
-0.04976080	0.08326803	2.42411184
-0.05992240	0.09501279	2.42411113
-0.06033825	0.09540934	2.42411113
-0.06177194	0.09675016	2.42411113
-0.07448992	0.10654701	2.42411017
-0.07558972	0.10727310	2.42411017
-0.07890132	0.10922597	2.42410994
-0.08144651	0.11052702	2.42410970
-0.09139764	0.11548581	2.42410922
-0.09513687	0.11706941	2.42410898
-0.09639603	0.11749312	2.42410874
-0.10217263	0.11938643	2.42410851
-0.10786679	0.12095745	2.42410803
-0.11137127	0.12188915	2.42410779
-0.11596563	0.12273409	2.42410755
-0.12259734	0.12388873	2.42410707
-0.12654617	0.12409175	2.42410684
-0.13047326	0.12424771	2.42410660
