"Site","Tag","Species","Family","WSG","HOM","DBH","Ht","Notes","ID","AIC1","AIC2","AIC3","AIC4","AIC5","range.iso","b1.hom","b1.iso","range.hom","iso"
"BCI","427","cavapl","Malvaceae",0.36,3.450000048,137,36.3,"","BCI-427",TRUE,FALSE,TRUE,FALSE,FALSE,0.215010599712278,0.33914533601186,0.042968911606165,0,0.982082730849205
"BCI","3008","cavapl","Malvaceae",0.36,3,169.3,36.1,"","BCI-3008",TRUE,FALSE,TRUE,FALSE,FALSE,2.68767490556559,0.0260638385817564,0.0260638385817564,2.68767490556559,0.969243138058154
"BCI","1158","ceibpe","Malvaceae",0.305149,15.5,220,44.6,"measured above 8 m","BCI-1158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","7163","ceibpe","Malvaceae",0.305149,7.5,167,40.8,"","BCI-7163",FALSE,FALSE,TRUE,FALSE,FALSE,0.214938899561703,0.0179084849954703,0.0179084849954703,0.214938899561703,0.960950544802704
"BCI","6883","ceibpe","Malvaceae",0.305149,6.099999905,189,41.5,"measured above 8 m","BCI-6883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","5213","ceibpe","Malvaceae",0.305149,11.35000038,208.5,39.9,"measured above 8 m","BCI-5213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","5444","ceibpe","Malvaceae",0.305149,4.900000095,92.6,31.9,"","BCI-5444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","2999","ceibpe","Malvaceae",0.305149,10.60000038,171.2,42.7,"measured above 8 m","BCI-2999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","503","ceibpe","Malvaceae",0.305149,7.050000191,192,38.7,"measured above 8 m","BCI-503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","7772","ceibpe","Malvaceae",0.305149,6.900000095,148.3,37.9,"","BCI-7772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","3223","ceibpe","Malvaceae",0.305149,10.5,166,43.7,"measured above 8 m","BCI-3223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","202624","chimpa","Rubiaceae",0.7115,1.799999952,18.9,11.9,"stem forks at top","BCI-202624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","259","chr2ar","Sapotaceae",0.764833,3.2,42.6,27.8,"","BCI-259",TRUE,TRUE,TRUE,FALSE,FALSE,2.47477626823643,0.092689926711835,0.0426103797787755,0.645053381708657,0.93575692379732
"BCI","4898","chr2ca","Sapotaceae",0.655,6.400000095,74.7,27.3,"","BCI-4898",TRUE,TRUE,TRUE,FALSE,FALSE,1.93503753385145,0.032817948321691,0.0471838126539445,0.645053814896907,0.831324466825435
"BCI","2673","chr2ca","Sapotaceae",0.655,6.099999905,94.7,32.5,"","BCI-2673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","269450","cordal","Boraginaceae",0.517429,3.5,40.9,15.1,"","BCI-269450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","7715","diptpa","Fabaceae-papilionoideae",0.848333,4.849999905,121.2,35.9,"","BCI-7715",TRUE,FALSE,TRUE,FALSE,FALSE,1.93501537042435,-0.00465458555431877,-0.0604169558651578,0.645066026622026,0.850113721086398
"BCI","5703","diptpa","Fabaceae-papilionoideae",0.848333,4,62.6,34.9,"","BCI-5703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","7221","diptpa","Fabaceae-papilionoideae",0.848333,5.300000191,69.5,36.1,"","BCI-7221",TRUE,FALSE,TRUE,FALSE,FALSE,1.72000798905994,-0.0193711888410149,0.0169549988719801,0.215005357921545,0.962340534910421
"BCI","1342","diptpa","Fabaceae-papilionoideae",0.848333,5,164.5,48.5,"","BCI-1342",TRUE,FALSE,TRUE,FALSE,FALSE,1.28997609739666,0.099856926147813,0.04170591225424,0,0.962427064003124
"BCI","5440","diptpa","Fabaceae-papilionoideae",0.848333,3.900000095,93.5,33.7,"","BCI-5440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","684","diptpa","Fabaceae-papilionoideae",0.848333,5.199999809,82.9,34.5,"","BCI-684",FALSE,TRUE,FALSE,FALSE,FALSE,0,0.203008049523297,0.203008049523297,0,0.942888169276894
"BCI","3275-2","drypst","Putranjivaceae",0.675,4,25.9,22.9,"","BCI-3275-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","3275-1","drypst","Putranjivaceae",0.675,3.950000048,64.3,25.7,"","BCI-3275-1",TRUE,TRUE,TRUE,FALSE,FALSE,1.60729696465948,0.0202272377067045,0.0407615148256397,0.859977820508167,0.975632590069959
"BCI","1878","guapst","Nyctaginaceae",0.5994,4.449999809,60.1,28.7,"","BCI-1878",TRUE,FALSE,TRUE,FALSE,FALSE,1.71985679818428,0.0221643249088755,0.0226620439383836,1.50493509730044,0.966077268226202
"BCI","2500","guapst","Nyctaginaceae",0.5994,3.200000048,77.2,33.9,"","BCI-2500",TRUE,FALSE,TRUE,FALSE,FALSE,2.04131780419797,0.0493016154102815,0.0493016154102815,2.04131780419797,0.898624407127029
"BCI","2660","guargr","Meliaceae",0.545,3.099999905,85.3,31.3,"","BCI-2660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","5863","guargu","Meliaceae",0.567514,3,29.8,16,"","BCI-5863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","6798","guatdu","Annonaceae",0.466,3.200000048,51.3,16.9,"dead, standing, broken","BCI-6798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","3525","huracr","Euphorbiaceae",0.367333,3,74.7,25.5,"stem forks at top","BCI-3525",TRUE,FALSE,TRUE,FALSE,FALSE,2.90506666365741,0.0228051560629758,0.0228051560629758,2.90506666365741,0.96016205755305
"BCI","1046","huracr","Euphorbiaceae",0.367333,3.200000048,68.7,27.9,"","BCI-1046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","3765","huracr","Euphorbiaceae",0.367333,5.550000191,160,35.7,"","BCI-3765",TRUE,FALSE,TRUE,FALSE,FALSE,3.11949535244783,0.0117061217553595,0.0177113120080996,1.50497782186425,0.952679745979646
"BCI","888","huracr","Euphorbiaceae",0.367333,3.5,83.5,32.1,"","BCI-888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","1382","huracr","Euphorbiaceae",0.367333,5.099999905,97.3,10.9,"broken, resprouting","BCI-1382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","1333","huracr","Euphorbiaceae",0.367333,3,184.5,36.6,"","BCI-1333",FALSE,FALSE,FALSE,TRUE,FALSE,0.644958565767174,0.0204335609829834,0.0204335609829834,0.644958565767174,0.883650015267627
"BCI","3107","hyeral","Euphorbiaceae",0.509083,4,84,31.5,"","BCI-3107",TRUE,FALSE,TRUE,FALSE,FALSE,1.29000099280307,-0.00364515855346569,0.0263682929022591,0.429940263209232,0.967806025451155
"BCI","7383","jac1co","Bignoniaceae",0.350667,3,70.5,33.6,"","BCI-7383",TRUE,FALSE,TRUE,FALSE,FALSE,1.29004665372283,0.00541421809774471,0.00541421809774471,1.29004665372283,0.968604070102377
"BCI","7700","jac1co","Bignoniaceae",0.350667,4,55.5,27.7,"","BCI-7700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","6738","jac1co","Bignoniaceae",0.350667,3,74.9,35.9,"","BCI-6738",TRUE,FALSE,TRUE,FALSE,FALSE,1.0749721397613,0.0186723932414818,0.0161793678289109,0.860007522147186,0.9585540825866
"BCI","3913","jac1co","Bignoniaceae",0.350667,3,79.5,31.8,"","BCI-3913",FALSE,FALSE,FALSE,FALSE,TRUE,0.645074626255738,0.0596635904806859,0.0596635904806859,0.645074626255738,0.961384716513073
"BCI","6602","luehse","Malvaceae",0.417,4,75,22.3,"","BCI-6602",FALSE,FALSE,FALSE,TRUE,FALSE,1.074998131095,0.226583633743621,0.0380569478574371,0,0.434838445044266
"BCI","3432","luehse","Malvaceae",0.417,4.199999809,53.4,18.3,"","BCI-3432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","422840-1","ocotob","Lauraceae",0.3855,4,45.5,22.1,"","BCI-422840-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","422840-2","ocotob","Lauraceae",0.3855,4,19.5,15.1,"","BCI-422840-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","2208","ocotwh","Lauraceae",0.525773,3.799999952,84.3,24.1,"","BCI-2208",TRUE,FALSE,TRUE,FALSE,FALSE,2.0454966444494,0.029932300284259,0.029932300284259,2.0454966444494,0.937732992296809
"BCI","4394","pla1pi","Fabaceae-papilionoideae",0.72125,3,77.7,24.1,"","BCI-4394",TRUE,TRUE,TRUE,FALSE,FALSE,1.28999371232991,0.0449676003817721,0.0449676003817721,1.28999371232991,0.854346059995961
"BCI","3258","pla1pi","Fabaceae-papilionoideae",0.72125,4.650000095,62.8,31.1,"","BCI-3258",FALSE,FALSE,FALSE,TRUE,FALSE,0.644998065536882,-0.00396080278768849,-0.00396080278768849,0.644998065536882,0.943645696470552
"BCI","4031","pla1pi","Fabaceae-papilionoideae",0.72125,3.5,70.5,39.3,"","BCI-4031",FALSE,FALSE,TRUE,FALSE,FALSE,0.2150162165501,0.040909105520947,0.040909105520947,0.2150162165501,0.939439281805482
"BCI","3403","pla1pi","Fabaceae-papilionoideae",0.72125,3.6,53.7,29.4,"","BCI-3403",TRUE,TRUE,TRUE,FALSE,FALSE,2.47396129321272,0.0136367966228032,0.0379690818246723,1.72005289689693,0.96853117774009
"BCI","2059","pla2el","Fabaceae-papilionoideae",0.80575,3.5,134.4,33.5,"","BCI-2059",TRUE,TRUE,TRUE,FALSE,FALSE,2.90542847615848,0.0333827362519675,0.0333827362519675,2.90542847615848,0.467626714268582
"BCI","4391","pla2el","Fabaceae-papilionoideae",0.80575,3,97,38.1,"","BCI-4391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","3444","poutre","Sapotaceae",0.794,3.700000048,60.6,27.9,"","BCI-3444",TRUE,FALSE,TRUE,FALSE,FALSE,3.11857386897059,-0.00418185603407504,0.0076088415960979,1.93498203821109,0.970649730901042
"BCI","5463","poutre","Sapotaceae",0.794,4.599999905,61.8,21.7,"","BCI-5463",TRUE,FALSE,TRUE,FALSE,FALSE,2.25876370139911,0.0195590874180097,0.0192990281851742,0.215020070628434,0.966745172107807
"BCI","5906","pri2co","Fabaceae-caesalpinioideae",0.413571,3,72.5,37.8,"","BCI-5906",TRUE,FALSE,TRUE,FALSE,FALSE,2.69015168766135,0.0213284256389036,0.050780529733753,1.50497452179339,0.958455198955041
"BCI","6257","pri2co","Fabaceae-caesalpinioideae",0.413571,6,103,33.1,"","BCI-6257",TRUE,FALSE,TRUE,FALSE,FALSE,1.72001109623992,0.0090785352122612,0.0229729550890201,0.645004848158731,0.953737252115426
"BCI","141","pri2co","Fabaceae-caesalpinioideae",0.413571,3.299999952,94.3,42.5,"","BCI-141",TRUE,TRUE,TRUE,FALSE,FALSE,2.68931386685937,0.0155666469718159,0.0298560308360498,0.859984532146166,0.966506258427375
"BCI","5060","pri2co","Fabaceae-caesalpinioideae",0.413571,3,89.3,33.9,"","BCI-5060",TRUE,FALSE,TRUE,FALSE,FALSE,2.25885941234234,0.0256739631940767,0.0256739631940767,2.25885941234234,0.971329511791277
"BCI","5293","pri2co","Fabaceae-caesalpinioideae",0.413571,3.700000048,106.9,32.9,"","BCI-5293",TRUE,TRUE,TRUE,FALSE,FALSE,3.11852497475013,0.0317535711403582,0.0363299842381527,1.93502237538735,0.94086064597175
"BCI","8427","quaras","Malvaceae",0.454,2.700000048,36.8,24.1,"","BCI-8427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","3231","quaras","Malvaceae",0.454,6.5,75.4,32,"","BCI-3231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","4060","quaras","Malvaceae",0.454,6.5,57.5,26.5,"","BCI-4060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","7792","quaras","Malvaceae",0.454,7,46.9,21.3,"","BCI-7792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","2109","quaras","Malvaceae",0.454,4,74.3,27.7,"","BCI-2109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","2120","quaras","Malvaceae",0.454,4,60,26.7,"","BCI-2120",TRUE,FALSE,TRUE,FALSE,FALSE,3.55165066409946,0.0176860348968887,0.0291190911678776,3.33448805970897,0.887991540162894
"BCI","5900","quaras","Malvaceae",0.454,6.150000095,66.5,21.1,"","BCI-5900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","3635","quaras","Malvaceae",0.454,6.099999905,72.8,32.5,"","BCI-3635",FALSE,FALSE,FALSE,TRUE,FALSE,0.644994502201834,0.104514110535991,0.0356400585809424,0,0.900838950411612
"BCI","3172","quaras","Malvaceae",0.454,4.949999809,43.5,20.1,"","BCI-3172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","1101","quaras","Malvaceae",0.454,4,53,24.9,"","BCI-1101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","396","quaras","Malvaceae",0.454,6.099999905,61.8,24.7,"","BCI-396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","935","quaras","Malvaceae",0.454,7.449999809,108.2,36.3,"","BCI-935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","1036","quaras","Malvaceae",0.454,5.199999809,45.8,30.3,"","BCI-1036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","5752","quaras","Malvaceae",0.454,3,38.5,24.2,"","BCI-5752",TRUE,FALSE,TRUE,FALSE,FALSE,1.50502548842771,0.0442736102242567,0.0365282655772083,0.645004243253968,0.957783588534808
"BCI","6336","sloate","Elaeocarpaceae",0.624723,5.800000191,88.3,35.7,"","BCI-6336",FALSE,FALSE,FALSE,FALSE,TRUE,0.860073638641069,0.0229767706181158,0.0229767706181158,0.860073638641069,0.89515761278567
"BCI","3208","sloate","Elaeocarpaceae",0.624723,3,124.7,32.3,"","BCI-3208",TRUE,FALSE,TRUE,FALSE,FALSE,3.33382278563925,0.0484426589443009,0.0484426589443009,3.33382278563925,0.779492243654034
"BCI","7062","sloate","Elaeocarpaceae",0.624723,3.349999905,27,18.5,"","BCI-7062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","3479","sponmo","Anacardiaceae",0.390706,4.75,92.8,29.9,"","BCI-3479",FALSE,FALSE,FALSE,FALSE,TRUE,0.859982423875,0.0248009870981469,0.0248009870981469,0.859982423875,0.964612910018811
"BCI","2254","tab1ro","Bignoniaceae",0.5305,6.5,80,44,"","BCI-2254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","66360","tachve","Fabaceae-caesalpinioideae",0.521,4,79.1,31.1,"","BCI-66360",TRUE,FALSE,TRUE,FALSE,FALSE,3.3353386153834,0.0329342777945506,0.0329342777945506,3.3353386153834,0.940436126725146
"BCI","198815","termam","Combretaceae",0.6735,3,37.2,24.5,"stem forks at top","BCI-198815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","3696","termob","Combretaceae",0.694167,6.199999809,68.8,36.1,"","BCI-3696",TRUE,FALSE,TRUE,FALSE,FALSE,2.14992176520824,0.0137503431715371,0.0113466991182402,1.71991867443278,0.974854378604619
"BCI","142","tet2pa","Burseraceae",0.717333,4,47.9,22.3,"stem forks at top","BCI-142",TRUE,FALSE,TRUE,FALSE,FALSE,1.71998658967262,-0.0558166968668786,0.0129147430541387,0.64498889689769,0.923848752726396
"BCI","3780","tet2pa","Burseraceae",0.717333,4,57,23.7,"stem forks at top","BCI-3780",TRUE,FALSE,TRUE,FALSE,FALSE,2.47150088251591,0.0077233525605524,0.012510260493037,1.93496865637427,0.974948069834968
"BCI","2144","tri2tu","Meliaceae",0.6275,3.599999905,43.4,20.5,"","BCI-2144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","5216","tri2tu","Meliaceae",0.6275,3,33.4,18.5,"","BCI-5216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","4964","virosu","Myristicaceae",0.417909,4.6,56,35.6,"","BCI-4964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","5095","virosu","Myristicaceae",0.417909,4.599999905,98.4,39.9,"","BCI-5095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","8176","virosu","Myristicaceae",0.417909,7.5,65.9,29.7,"","BCI-8176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCI","5738","virosu","Myristicaceae",0.417909,3,63.4,11.9,"broken, resprouting","BCI-5738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKT","6176","SWINSC","Anacardiaceae",0.627444,6,100,55.4,"","BKT-6176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKT","9380","SPATCA","Bignoniaceae",0.34396,2,49,15.2,"","BKT-9380",TRUE,FALSE,TRUE,FALSE,FALSE,0.211575895652427,0.0904822391313911,0.0904822391313911,0.211575895652427,0.97488653041128
"BKT","1165","BHESRO","Celastraceae",0.655,2.3,65,28.4,"","BKT-1165",TRUE,FALSE,FALSE,FALSE,FALSE,0.215011834220986,0.0638591373601548,0.0638591373601548,0.215011834220986,0.963207002803536
"BKT","2111","GARCPA","Clusiaceae",0.435,1.6,46,19.4,"","BKT-2111",TRUE,FALSE,FALSE,FALSE,FALSE,2.90491172863696,0.0927315202605026,0.0927315202605026,2.90491172863696,0.866014393936158
"BKT","22","TERMSU","Combretaceae",0.54,5,75,38.8,"","BKT-22",TRUE,FALSE,TRUE,FALSE,FALSE,0.429976828500775,0.0183220740447564,0.0183220740447564,0.429976828500775,0.967863957460071
"BKT","1331","DILLGR","Dilleniaceae",0.65,1.9,46,28.6,"","BKT-1331",TRUE,TRUE,TRUE,FALSE,FALSE,1.61506998474872,0.0402971650988264,0.0402971650988264,1.61506998474872,0.979346545199625
"BKT","889","DILLGR","Dilleniaceae",0.65,4,64,32,"","BKT-889",TRUE,FALSE,TRUE,FALSE,FALSE,1.28999653193648,0.00373618228945637,0.0128160619079318,0.644971952832511,0.866045364241831
"BKT","2020","HOPEGR","Dipterocarpaceae",0.665,4,52,36.4,"top broken","BKT-2020",FALSE,FALSE,TRUE,FALSE,FALSE,0.214982811912878,0.0136532025732598,0.0136532025732598,0.214982811912878,0.971559939877411
"BKT","1697","SHORCU","Dipterocarpaceae",0.526667,2.4,129,45.4,"","BKT-1697",TRUE,TRUE,TRUE,FALSE,FALSE,2.90676356227682,0.0264016805250527,0.0264016805250527,2.90676356227682,0.91018964227922
"BKT","3893","HOPEFG","Dipterocarpaceae",0.600514971311475,1.8,47,34.8,"","BKT-3893",TRUE,FALSE,TRUE,FALSE,FALSE,1.39943088388889,0.0407753238903741,0.0407753238903741,1.39943088388889,0.987501012402345
"BKT","655","SHORCU","Dipterocarpaceae",0.526667,2,81,48.8,"","BKT-655",TRUE,FALSE,TRUE,FALSE,FALSE,2.90480698001715,0.0305313161159208,0.0305313161159208,2.90480698001715,0.969073399830151
"BKT","2024","SHORCU","Dipterocarpaceae",0.526667,2,99,38.4,"","BKT-2024",TRUE,TRUE,TRUE,FALSE,FALSE,3.33576648529144,0.0286715901786058,0.0286715901786058,3.33576648529144,0.977405274777437
"BKT","1743","SHORCU","Dipterocarpaceae",0.526667,1.7,84,39.4,"","BKT-1743",TRUE,FALSE,TRUE,FALSE,FALSE,2.68896688170543,0.0228653879848601,0.0228653879848601,2.68896688170543,0.967039800206558
"BKT","2302","SHORCU","Dipterocarpaceae",0.526667,3.6,95,38.8,"","BKT-2302",TRUE,TRUE,TRUE,FALSE,FALSE,1.61430630369857,-0.0182400559778249,0.0263844837371649,0.645062994886128,0.964703793825016
"BKT","2232","SHORGR","Dipterocarpaceae",0.64,1.8,77,38.4,"","BKT-2232",TRUE,TRUE,TRUE,FALSE,FALSE,1.61533502123887,0.0321507294753089,0.0321507294753089,1.61533502123887,0.96838329704124
"BKT","2213","SHORGR","Dipterocarpaceae",0.64,2,86,49.6,"","BKT-2213",TRUE,FALSE,TRUE,FALSE,FALSE,2.9060496547802,0.00710769258427692,0.00710769258427692,2.9060496547802,0.978717705522025
"BKT","2331","SHORCU","Dipterocarpaceae",0.526667,1.9,55,27,"","BKT-2331",TRUE,FALSE,TRUE,FALSE,FALSE,3.11976841740476,0.0342044388781751,0.0342044388781751,3.11976841740476,0.960855473369122
"BKT","2378","SHORCU","Dipterocarpaceae",0.526667,1.7,80,31.8,"","BKT-2378",TRUE,FALSE,TRUE,FALSE,FALSE,3.54559189685593,0.0227585576476262,0.0278051767202631,3.12102648627396,0.987467634878466
"BKT","1744","SHORCU","Dipterocarpaceae",0.526667,1.6,79,37,"","BKT-1744",TRUE,FALSE,TRUE,FALSE,FALSE,1.61283625152869,0.0363522971661003,0.0363522971661003,1.61283625152869,0.977617633015876
"BKT","1855","SHORCU","Dipterocarpaceae",0.526667,2.1,79,30.6,"","BKT-1855",TRUE,FALSE,TRUE,FALSE,FALSE,1.29001870695088,0.013464531037345,0.013464531037345,1.29001870695088,0.985197768731964
"BKT","5933","SHOROC","Dipterocarpaceae",0.725,3.8,118,63,"","BKT-5933",TRUE,FALSE,TRUE,FALSE,FALSE,3.00984412638269,0.0152398064434679,0.0156627448175638,2.79492343717241,0.958341389919713
"BKT","253","SHORPC","Dipterocarpaceae",0.5325,3.2,73,43.6,"","BKT-253",TRUE,TRUE,TRUE,FALSE,FALSE,0,0.282413468142691,0.282413468142691,0,0.978011293334244
"BKT","160","SHORPC","Dipterocarpaceae",0.5325,3.4,87,42.8,"","BKT-160",TRUE,FALSE,TRUE,FALSE,FALSE,1.07498482578804,0.0146565591440634,0.0146565591440634,1.07498482578804,0.96330176779193
"BKT","3922","SHORLE","Dipterocarpaceae",0.44,1.9,73,38,"","BKT-3922",TRUE,FALSE,TRUE,FALSE,FALSE,1.61226310185248,0.00109007966801836,0.00109007966801836,1.61226310185248,0.976164324311914
"BKT","4639","SHORLE","Dipterocarpaceae",0.44,3,89,51.8,"","BKT-4639",TRUE,TRUE,TRUE,FALSE,FALSE,3.33502402985965,0.0212184263505025,0.0212184263505025,3.33502402985965,0.963569686996453
"BKT","1011","SHORHB","Dipterocarpaceae",0.571129,1.7,87,38.6,"","BKT-1011",TRUE,FALSE,TRUE,FALSE,FALSE,3.54350198094444,0.0340483517508875,0.0374098064815638,3.12075084137131,0.940226452676976
"BKT","4113","SHORLE","Dipterocarpaceae",0.44,2.1,106,49.4,"","BKT-4113",TRUE,FALSE,TRUE,FALSE,FALSE,3.12004699124326,0.0197705918705649,0.0197705918705649,3.12004699124326,0.902199017643566
"BKT","901","STROCE","Erythropalaceae",0.73,3.2,40,25.2,"","BKT-901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKT","1311","ENDOMA","Euphorbiaceae",0.366667,2.8,69,25.2,"","BKT-1311",TRUE,TRUE,TRUE,FALSE,FALSE,2.04556474333721,0.0314883710009627,0.0468335627617219,1.71997784292066,0.960179566788465
"BKT","5940","KOOMMA","Fabaceae-caesalpinioideae",0.76,5.5,116,45,"","BKT-5940",TRUE,FALSE,FALSE,FALSE,FALSE,0,0.065941572080289,0.065941572080289,0,0.927889995377855
"BKT","3885","KOOMMA","Fabaceae-caesalpinioideae",0.76,3,92,49.6,"","BKT-3885",TRUE,TRUE,TRUE,FALSE,FALSE,0.429985367514726,0.0199325808837037,0.0199325808837037,0.429985367514726,0.946933776869681
"BKT","992","KOOMMA","Fabaceae-caesalpinioideae",0.76,3,126,53.4,"","BKT-992",TRUE,FALSE,TRUE,FALSE,FALSE,1.29004147038577,0.0620218038193956,0.0620218038193956,1.29004147038577,0.698171201182414
"BKT","1032","KOOMMA","Fabaceae-caesalpinioideae",0.76,5,100,53.2,"","BKT-1032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKT","2116","ADENMA","Fabaceae-mimosoideae",0.706385,3.8,61,34.2,"","BKT-2116",TRUE,FALSE,TRUE,FALSE,FALSE,1.07496487745035,-0.0221247926300108,0.00344547835367103,0.645000722062758,0.853527973300645
"BKT","4746","LITSCS","Lauraceae",0.34,3.6,56,24.8,"","BKT-4746",TRUE,FALSE,TRUE,FALSE,FALSE,1.28997254229141,-0.00432547466090555,0.0220774856197162,0.429982728499833,0.97581094077581
"BKT","989","MAGNEL","Magnoliaceae",0.483333,3.2,61,42.4,"","BKT-989",FALSE,FALSE,FALSE,TRUE,FALSE,0.645015066403756,0.0335912206525688,0.0335912206525688,0.645015066403756,0.976962963089508
"BKT","2101","HERIBO","Malvaceae",0.65742,3.2,81,28.2,"top broken","BKT-2101",TRUE,FALSE,TRUE,FALSE,FALSE,0.429997583399316,-0.0145043763123293,-0.0145043763123293,0.429997583399316,0.923451650031077
"BKT","460","HERIBO","Malvaceae",0.65742,3.2,111,43.2,"","BKT-460",TRUE,FALSE,TRUE,FALSE,FALSE,1.0749468419543,-0.0175548931880437,-0.0175548931880437,1.0749468419543,0.811605220657809
"BKT","971","PENTLA","Malvaceae",0.52,3,97,59,"","BKT-971",FALSE,FALSE,FALSE,FALSE,TRUE,0.86006982594214,0.0486836806971673,0.0486836806971673,0.86006982594214,0.919422733683235
"BKT","4862","PENTLA","Malvaceae",0.52,2,69,38.6,"","BKT-4862",TRUE,FALSE,TRUE,FALSE,FALSE,1.07497652679487,0.0366173201251637,0.0366173201251637,1.07497652679487,0.949391714809948
"BKT","1147","ARTOLA","Moraceae",0.482049,4,80,37.6,"","BKT-1147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKT","3431","ARTOSC","Moraceae",0.44,1.6,55,22.6,"","BKT-3431",TRUE,FALSE,TRUE,FALSE,FALSE,1.61257387692344,0.0924081578481005,0.0924081578481005,1.61257387692344,0.891174885580359
"BKT","5330","EUGEGD","Myrtaceae",0.649229,1.8,75,NA,"forgot to measure total height","BKT-5330",NA,NA,NA,NA,NA,3.12031078606348,0.0323335357570392,0.0323335357570392,3.12031078606348,0.820266682265304
"BKT","2639","NEPHRA","Sapindaceae",0.72,2.1,38,25,"","BKT-2639",TRUE,TRUE,TRUE,FALSE,FALSE,1.18317867462814,0.0886757399730127,0.0886757399730127,1.18317867462814,0.941247024025211
"BKT","140","PALAOX","Sapotaceae",0.579753,1.7,69,36.2,"","BKT-140",TRUE,FALSE,TRUE,FALSE,FALSE,2.90512989879898,0.0184386890631775,0.0240527131504686,2.47361152456663,0.966372102179995
"BKT","98","PALAGU","Sapotaceae",0.615,1.7,37,26.8,"","BKT-98",TRUE,FALSE,TRUE,FALSE,FALSE,2.04454621730471,0.0815743676871467,0.0815743676871467,2.04454621730471,0.974301925547145
"HKK","89856","ACEROB","Sapindaceae",0.603,1.6,33.4,27.83,"","HKK-89856",TRUE,FALSE,TRUE,FALSE,FALSE,1.82817226182477,0.0808698910442377,0.0808698910442377,1.82817226182477,0.885012611567085
"HKK","29243","AFZEXY","Fabaceae-caesalpinioideae",0.692149,1.5,74.6,20.63,"","HKK-29243",TRUE,FALSE,TRUE,FALSE,FALSE,1.61408466011319,0.0107017205855424,0.0107017205855424,1.61408466011319,0.97592019748808
"HKK","15174","AFZEXY","Fabaceae-caesalpinioideae",0.692149,2.3,71.8,26.03,"","HKK-15174",TRUE,FALSE,TRUE,FALSE,FALSE,2.25746111066478,0.0717855809767197,0.0717855809767197,2.25746111066478,0.965088471055039
