//X	Y	Z
-0.67548460	0.32650462	2.62956452
-0.67926896	0.32379377	2.62951946
-0.69050062	0.31195053	2.62936401
-0.70739090	0.28496236	2.62908006
-0.70957720	0.27976277	2.62903404
-0.71049249	0.27695405	2.62901115
-0.71537352	0.26112911	2.62888479
-0.71679956	0.25570059	2.62884355
-0.71703196	0.25469214	2.62883615
-0.71812475	0.24727215	2.62878656
-0.71875721	0.23503485	2.62871408
-0.71897352	0.22306962	2.62864637
-0.71730262	0.21171653	2.62859726
-0.71663511	0.20773657	2.62858057
-0.70606041	0.15809089	2.62839198
-0.67129517	0.01647155	2.62789035
-0.64387071	-0.09809974	2.62747908
-0.64353478	-0.10149191	2.62746310
-0.63898373	-0.12223463	2.62738514
-0.63835055	-0.12673438	2.62736559
-0.63859552	-0.12782794	2.62735748
-0.63431561	-0.14728758	2.62728453
-0.61838543	-0.18724820	2.62719202
-0.61694777	-0.18997049	2.62718868
-0.61557221	-0.19198009	2.62718868
-0.60579711	-0.20449747	2.62719798
-0.59924269	-0.21106739	2.62721443
-0.57346153	-0.22841451	2.62732530
-0.54266417	-0.24319527	2.62749076
-0.53990483	-0.24432433	2.62750673
-0.51968169	-0.25117034	2.62763095
-0.50104141	-0.25684398	2.62774920
-0.47261965	-0.26250452	2.62794566
-0.43664518	-0.26966470	2.62819457
-0.39872134	-0.27692538	2.62845850
-0.38346913	-0.27977526	2.62856507
-0.36918524	-0.28183112	2.62866807
-0.35025576	-0.28440386	2.62880564
-0.33145052	-0.28555137	2.62895012
-0.31699729	-0.28588605	2.62906408
-0.30900595	-0.28553891	2.62913013
-0.18403734	-0.27699175	2.63017869
-0.17298217	-0.27599031	2.63027263
-0.16783372	-0.27537516	2.63031745
-0.15095398	-0.27256730	2.63046813
-0.14536764	-0.27124637	2.63052011
-0.12656307	-0.26643723	2.63069725
-0.11935811	-0.26348886	2.63077140
-0.11238734	-0.26014647	2.63084555
-0.09555625	-0.25171280	2.63102698
-0.08980028	-0.24867082	2.63108969
-0.08857659	-0.24802284	2.63110328
-0.07910440	-0.24216728	2.63121128
-0.05060466	-0.22374937	2.63154125
-0.02840413	-0.19844362	2.63185859
-0.02561446	-0.19510892	2.63189912
-0.02365710	-0.19232026	2.63193035
-0.01114354	-0.17432880	2.63212967
-0.00585607	-0.16340210	2.63223219
-0.00257919	-0.15647765	2.63229656
0.00043165	-0.14993934	2.63235688
0.00106367	-0.14848769	2.63236976
0.02170211	-0.10002255	2.63280225
0.02261727	-0.09721445	2.63282490
0.06299955	0.03789890	2.63389301
0.06828834	0.06188597	2.63406754
0.07003276	0.07628129	2.63416076
0.07077742	0.10488474	2.63432431
0.07100376	0.11833654	2.63440013
0.07036674	0.12678041	2.63444161
0.06895611	0.14500839	2.63453078
0.06790292	0.15317918	2.63456726
0.06516850	0.17121544	2.63464475
0.06150858	0.18495643	2.63469100
0.05865082	0.19477868	2.63472223
0.05538931	0.20441397	2.63474917
0.04828000	0.22169033	2.63478732
0.02263916	0.27204791	2.63485932
0.01694974	0.28222531	2.63486981
-0.00037339	0.31017226	2.63488483
-0.00986642	0.32290035	2.63487887
-0.01744315	0.33246461	2.63487101
-0.02259961	0.33859861	2.63486338
-0.03404206	0.35142720	2.63484240
-0.04074416	0.35784978	2.63482404
-0.05200011	0.36854044	2.63479280
-0.05571881	0.37195122	2.63478160
-0.06088555	0.37659758	2.63476586
-0.06378168	0.37906691	2.63475633
-0.08623660	0.39544195	2.63466644
-0.09127888	0.39866316	2.63464379
-0.09300870	0.39968699	2.63463569
-0.10685763	0.40639365	2.63456154
-0.11086822	0.40810606	2.63453889
-0.11778489	0.41080117	2.63449836
-0.12270358	0.41259602	2.63446879
-0.13719815	0.41661850	2.63437486
-0.15347013	0.42106122	2.63426876
-0.19007248	0.42991504	2.63402438
-0.19761255	0.43149978	2.63397264
-0.20982450	0.43343127	2.63388538
-0.24688715	0.43746322	2.63361049
-0.25839821	0.43847501	2.63352394
-0.26359513	0.43865758	2.63348317
-0.27825558	0.43815500	2.63336301
-0.29190797	0.43711358	2.63324785
-0.34317803	0.43293440	2.63281393
-0.37394112	0.43035778	2.63255334
-0.38184619	0.42946926	2.63248491
-0.45951930	0.41769400	2.63179779
-0.51428461	0.40680817	2.63129878
-0.53848505	0.40055078	2.63107038
-0.54064167	0.39981499	2.63104916
-0.54321462	0.39880615	2.63102293
-0.54620367	0.39752424	2.63099194
-0.54975569	0.39582187	2.63095403
-0.57029778	0.38546380	2.63073230
-0.59603930	0.37186912	2.63045120
-0.60674071	0.36589569	2.63033247
