//X	Y	Z
-0.85073191	-2.39110875	5.09298134
-0.69456786	-2.34415174	5.09297276
-0.65450603	-2.33065486	5.09297037
-0.62204742	-2.31735516	5.09296846
-0.49194479	-2.26535344	5.09296131
-0.47799301	-2.25943160	5.09296036
-0.47183314	-2.25557470	5.09295988
-0.39044139	-2.18795633	5.09295464
-0.37868899	-2.17240739	5.09295416
-0.34277251	-2.13971162	5.09295177
-0.23690993	-2.05703306	5.09294510
-0.23230743	-2.05510974	5.09294510
-0.22510314	-2.05181360	5.09294462
-0.22341776	-2.05053258	5.09294462
-0.22078496	-2.04949713	5.09294415
-0.21746445	-2.04615331	5.09294415
-0.21104097	-2.03905010	5.09294367
-0.19654995	-2.02142429	5.09294271
-0.19502342	-2.01915336	5.09294271
-0.12735909	-1.86002040	5.09293699
-0.12534511	-1.85741651	5.09293699
-0.12348747	-1.85507190	5.09293699
-0.12135857	-1.85517383	5.09293652
-0.11955065	-1.85204697	5.09293652
-0.11863720	-1.85070622	5.09293652
-0.11786854	-1.84951735	5.09293652
-0.05267549	-1.73456180	5.09293175
-0.05305690	-1.73385358	5.09293175
-0.01646322	-1.57305133	5.09292793
-0.01321298	-1.56528568	5.09292746
-0.00786924	-1.56308484	5.09292698
-0.00618821	-1.39760065	5.09292507
-0.00485319	-1.38060081	5.09292459
-0.00534385	-1.37968493	5.09292459
-0.01484740	-1.35644138	5.09292507
-0.01880890	-1.35652328	5.09292507
-0.02004641	-1.35338652	5.09292507
-0.03701037	-1.18258214	5.09292412
-0.03865409	-1.16044641	5.09292412
-0.04043621	-1.14606404	5.09292364
-0.03953755	-1.13847804	5.09292364
-0.03948861	-1.12585783	5.09292364
-0.03886843	-1.12037671	5.09292364
-0.03937948	-1.11071754	5.09292316
-0.04034138	-1.10422683	5.09292316
-0.04419470	-1.08086967	5.09292316
-0.05889225	-1.02831900	5.09292316
-0.06327361	-1.01655865	5.09292364
-0.10165876	-0.94002557	5.09292459
-0.10471553	-0.93501943	5.09292459
-0.11000437	-0.92709798	5.09292459
-0.16889256	-0.84758949	5.09292698
-0.24035800	-0.76108748	5.09292984
-0.27546912	-0.73087960	5.09293127
-0.37102944	-0.67809910	5.09293556
-0.39920646	-0.66579527	5.09293699
-0.41875464	-0.65851367	5.09293795
-0.43437123	-0.65400815	5.09293842
-0.43588096	-0.65547442	5.09293890
-0.44803381	-0.65452242	5.09293938
-0.45523053	-0.65326715	5.09293985
-0.61933696	-0.62004489	5.09294796
-0.62786245	-0.61783576	5.09294844
-0.62975967	-0.61609566	5.09294844
-0.71012926	-0.59757912	5.09295225
-0.72318512	-0.59466583	5.09295321
-0.72672069	-0.59373975	5.09295321
-0.73097229	-0.59093022	5.09295321
-0.73837245	-0.59040123	5.09295368
-0.83008438	-0.58723009	5.09295845
-0.83632791	-0.58871841	5.09295893
-0.86966753	-0.59664685	5.09296083
-0.87056470	-0.59718347	5.09296083
-0.87813425	-0.59896708	5.09296131
-0.89534044	-0.60310698	5.09296227
-1.04736876	-0.63676542	5.09297085
-1.10397410	-0.65425467	5.09297371
-1.14671886	-0.66800511	5.09297609
-1.19994140	-0.68792862	5.09297943
-1.22004664	-0.70020497	5.09298038
-1.27644777	-0.74571836	5.09298420
-1.28517222	-0.75378305	5.09298468
-1.28976870	-0.75820452	5.09298468
-1.29461586	-0.76381910	5.09298515
-1.32399297	-0.80041617	5.09298706
-1.32715464	-0.80474997	5.09298754
-1.43457127	-0.93981272	5.09299469
-1.43814492	-0.94310069	5.09299517
-1.49273634	-1.04298806	5.09299898
-1.54098570	-1.15000069	5.09300280
-1.54372311	-1.16037619	5.09300327
-1.56023192	-1.23560834	5.09300470
-1.56280470	-1.24947190	5.09300518
-1.57619119	-1.36038435	5.09300709
-1.57612371	-1.36866069	5.09300756
-1.57603383	-1.37352717	5.09300756
-1.57000756	-1.50072384	5.09300852
-1.56544113	-1.60971737	5.09300995
-1.56515121	-1.61260855	5.09300995
-1.56460476	-1.61680460	5.09300995
-1.54383469	-1.76733458	5.09301043
-1.53294659	-1.81016004	5.09301043
-1.51121354	-1.87002587	5.09300995
-1.48727298	-1.93496740	5.09300947
-1.43489826	-2.03716421	5.09300804
-1.42978191	-2.04614925	5.09300804
-1.42330849	-2.05517602	5.09300756
-1.37723589	-2.11853218	5.09300613
-1.37620759	-2.11989713	5.09300613
-1.35541177	-2.14746451	5.09300518
-1.35112333	-2.15310955	5.09300518
-1.34015799	-2.16705489	5.09300470
-1.30812502	-2.20396495	5.09300327
-1.30078518	-2.21211791	5.09300327
-1.29896569	-2.21398735	5.09300280
-1.29427052	-2.21817970	5.09300280
-1.27824068	-2.23202968	5.09300232
-1.25689960	-2.25039101	5.09300137
-1.24849057	-2.25694370	5.09300089
-1.20440006	-2.28744125	5.09299898
-1.17654586	-2.30356598	5.09299755
-1.16898084	-2.30758286	5.09299707
-1.14932966	-2.31767750	5.09299660
-1.13157570	-2.32603240	5.09299564
-1.12486362	-2.32886982	5.09299517
-1.11407840	-2.33308268	5.09299469
-1.09497046	-2.34022999	5.09299374
-1.02961504	-2.36171722	5.09299040
-1.02651966	-2.36250925	5.09299040
-0.93413651	-2.38462806	5.09298611
-0.89597213	-2.38984251	5.09298372
-0.89238954	-2.39030170	5.09298372
