//X	Y	Z
-0.34077999	-0.39115053	1.23084617
-0.33961591	-0.39233974	1.23078179
-0.33869946	-0.39300805	1.23073864
-0.33741924	-0.39383066	1.23068142
-0.33465022	-0.39548486	1.23056126
-0.33289915	-0.39566404	1.23050964
-0.32153544	-0.39603248	1.23019683
-0.31098127	-0.39250770	1.23001504
-0.30563122	-0.39060238	1.22992611
-0.30504394	-0.38959241	1.22993886
-0.30318642	-0.38897365	1.22990680
-0.30273557	-0.38868091	1.22990310
-0.30098924	-0.38803765	1.22987461
-0.29901507	-0.38705245	1.22984982
-0.29819515	-0.38652295	1.22984278
-0.29659021	-0.38577446	1.22982109
-0.29643917	-0.38509744	1.22983611
-0.29619628	-0.38479590	1.22983813
-0.29356816	-0.38391787	1.22979283
-0.29182684	-0.38245213	1.22978771
-0.29055607	-0.38162985	1.22977698
-0.29019704	-0.38096175	1.22978616
-0.28857690	-0.38025367	1.22976291
-0.28730643	-0.37943134	1.22975218
-0.28730142	-0.37904024	1.22976303
-0.28578776	-0.37791649	1.22975433
-0.28517613	-0.37737814	1.22975326
-0.28462875	-0.37706965	1.22974730
-0.28312007	-0.37633693	1.22972775
-0.28311515	-0.37594581	1.22973859
-0.28276101	-0.37566879	1.22973692
-0.28213441	-0.37517074	1.22973430
-0.28180999	-0.37481308	1.22973573
-0.28075248	-0.37437302	1.22971988
-0.27959818	-0.37391734	1.22970200
-0.27906048	-0.37317747	1.22970843
-0.27843386	-0.37267944	1.22970581
-0.27841395	-0.37232876	1.22971511
-0.27800772	-0.37191504	1.22971594
-0.27690059	-0.37120485	1.22970641
-0.27678412	-0.37083837	1.22971356
-0.27657112	-0.37045610	1.22971869
-0.27610037	-0.36981264	1.22972417
-0.27523324	-0.36953762	1.22970879
-0.27152085	-0.36816657	1.22964859
-0.27213228	-0.36627787	1.22971785
-0.27183226	-0.36544859	1.22973311
-0.27034169	-0.36454189	1.22971892
-0.26941717	-0.36373931	1.22971690
-0.26932827	-0.36276752	1.22974181
-0.26675919	-0.36172834	1.22970271
-0.26617715	-0.36110938	1.22970450
-0.26513430	-0.36062911	1.22969031
-0.26429474	-0.35974878	1.22969270
-0.26382893	-0.35949641	1.22968733
-0.26350448	-0.35913873	1.22968876
-0.26279604	-0.35858467	1.22968543
-0.26176816	-0.35806403	1.22967279
-0.25990546	-0.35705426	1.22965157
-0.25921190	-0.35645986	1.22964978
-0.25827560	-0.35556394	1.22965002
-0.25734419	-0.35505903	1.22963941
-0.25596195	-0.35426140	1.22962499
-0.24876902	-0.35169703	1.22950566
-0.24783765	-0.35119218	1.22949505
-0.24679482	-0.35071188	1.22948074
-0.24341869	-0.34857824	1.22945082
-0.24296778	-0.34828547	1.22944713
-0.24110532	-0.34727561	1.22942591
-0.23890817	-0.34633961	1.22939372
-0.23704073	-0.34493873	1.22938335
-0.23437798	-0.34375015	1.22934580
-0.23251520	-0.34274042	1.22932470
-0.23122975	-0.34195849	1.22931242
-0.23066741	-0.34169030	1.22930491
-0.22915377	-0.34056652	1.22929621
-0.22822265	-0.34006155	1.22928560
-0.22810620	-0.33969504	1.22929287
-0.22623850	-0.33829427	1.22928250
-0.22463331	-0.33754578	1.22926080
-0.22472513	-0.33717042	1.22927380
-0.22460869	-0.33680385	1.22928095
-0.22391497	-0.33620960	1.22927916
-0.22298384	-0.33570462	1.22926855
-0.22126718	-0.33498070	1.22924328
-0.21964204	-0.33388150	1.22923088
-0.21963710	-0.33349043	1.22924173
-0.21961743	-0.33313966	1.22925103
-0.21812370	-0.33236662	1.22923303
-0.21821553	-0.33199120	1.22924602
-0.21696439	-0.33151981	1.22922599
-0.21661033	-0.33124274	1.22922432
-0.21453460	-0.32985073	1.22920811
-0.21337032	-0.32861286	1.22921193
-0.21231759	-0.32735038	1.22921944
